id;year;month;hour;weekday;severity;light_condition;street_condition;bicycle;car;pedestrian;bike;truck;other;lng;lat;datetime;date
380;2016;6;9;Fr;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1093798980000;49,0178521650000;2016-06-01T09:00:00Z;2016-06-01
381;2016;6;19;Fr;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1054869060000;49,0110470840000;2016-06-01T19:00:00Z;2016-06-01
382;2016;6;14;Fr;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1058988830000;49,0134878400000;2016-06-01T14:00:00Z;2016-06-01
383;2016;6;7;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;12,1130136180000;49,0204531990000;2016-06-01T07:00:00Z;2016-06-01
384;2016;6;11;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1030176370000;48,9941252970000;2016-06-01T11:00:00Z;2016-06-01
385;2016;6;13;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1172840900000;48,9962323260000;2016-06-01T13:00:00Z;2016-06-01
386;2016;6;12;Mi;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1040686510000;49,0304598440000;2016-06-01T12:00:00Z;2016-06-01
387;2016;6;8;Mo;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0923276730000;49,0008244160000;2016-06-01T08:00:00Z;2016-06-01
388;2016;6;17;Di;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0868946740000;49,0206401420000;2016-06-01T17:00:00Z;2016-06-01
389;2016;6;18;Sa;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0565248970000;49,0244369850000;2016-06-01T18:00:00Z;2016-06-01
390;2016;6;2;So;Schwer;Dunkelheit;Nass/Feucht;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1299460080000;49,0177332750000;2016-06-01T02:00:00Z;2016-06-01
391;2016;6;8;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1441338160000;49,0401389840000;2016-06-01T08:00:00Z;2016-06-01
392;2016;6;15;Mi;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1128357820000;48,9909617930000;2016-06-01T15:00:00Z;2016-06-01
393;2016;6;16;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,0876380110000;49,0188915380000;2016-06-01T16:00:00Z;2016-06-01
394;2016;6;12;Mi;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1183613420000;49,0290895800000;2016-06-01T12:00:00Z;2016-06-01
395;2016;6;16;Do;Leicht;Tageslicht;Trocken;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;12,1368546670000;49,0123325980000;2016-06-01T16:00:00Z;2016-06-01
396;2016;6;13;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0854043460000;49,0047170570000;2016-06-01T13:00:00Z;2016-06-01
397;2016;6;14;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;12,1036851120000;49,0150732970000;2016-06-01T14:00:00Z;2016-06-01
398;2016;6;7;Mi;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1237366120000;49,0355630030000;2016-06-01T07:00:00Z;2016-06-01
399;2016;7;11;Sa;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1224352180000;49,0241304030000;2016-07-01T11:00:00Z;2016-07-01
400;2016;7;14;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,0728036710000;49,0106543090000;2016-07-01T14:00:00Z;2016-07-01
401;2016;7;16;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1028566030000;49,0351303200000;2016-07-01T16:00:00Z;2016-07-01
402;2016;7;11;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;12,0575233980000;49,0150017230000;2016-07-01T11:00:00Z;2016-07-01
403;2016;7;19;Do;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1017267400000;49,0143827190000;2016-07-01T19:00:00Z;2016-07-01
404;2016;7;21;Di;Leicht;Dämmerung;Trocken;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;12,0954050710000;49,0210648730000;2016-07-01T21:00:00Z;2016-07-01
405;2016;7;17;Do;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0568972980000;49,0137595650000;2016-07-01T17:00:00Z;2016-07-01
406;2016;7;20;Mi;Leicht;Dämmerung;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0775038700000;48,9906753960000;2016-07-01T20:00:00Z;2016-07-01
407;2016;7;11;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0570682470000;49,0237234350000;2016-07-01T11:00:00Z;2016-07-01
408;2016;7;14;Mi;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0991237320000;49,0027088460000;2016-07-01T14:00:00Z;2016-07-01
409;2016;7;7;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0904162270000;48,9901532200000;2016-07-01T07:00:00Z;2016-07-01
410;2016;7;15;Do;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;12,1329518810000;49,0261606110000;2016-07-01T15:00:00Z;2016-07-01
411;2016;7;13;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0806899140000;49,0101085820000;2016-07-01T13:00:00Z;2016-07-01
412;2016;7;20;Di;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1277553900000;49,0337227280000;2016-07-01T20:00:00Z;2016-07-01
413;2016;7;8;Fr;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0660570310000;49,0240156870000;2016-07-01T08:00:00Z;2016-07-01
414;2016;7;15;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1233228720000;49,0152923150000;2016-07-01T15:00:00Z;2016-07-01
415;2016;7;9;Fr;Schwer;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;12,1019103310000;49,0143630050000;2016-07-01T09:00:00Z;2016-07-01
416;2016;7;17;So;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;12,1059461060000;48,9892930140000;2016-07-01T17:00:00Z;2016-07-01
417;2016;7;22;Sa;Leicht;Dunkelheit;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,0903035090000;49,0186369820000;2016-07-01T22:00:00Z;2016-07-01
418;2016;7;14;So;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0974521150000;49,0134568910000;2016-07-01T14:00:00Z;2016-07-01
419;2016;7;0;So;Leicht;Dunkelheit;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1005466390000;49,0143789840000;2016-07-01T00:00:00Z;2016-07-01
420;2016;7;13;Di;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0579772470000;49,0093028720000;2016-07-01T13:00:00Z;2016-07-01
421;2016;7;16;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,1009019040000;49,0164734210000;2016-07-01T16:00:00Z;2016-07-01
422;2016;7;19;Mo;Leicht;Tageslicht;Nass/Feucht;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0928159630000;49,0101754050000;2016-07-01T19:00:00Z;2016-07-01
423;2016;7;9;Mo;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12,1018540190000;49,0167238550000;2016-07-01T09:00:00Z;2016-07-01
424;2016;7;11;Mo;Schwer;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0582511070000;49,0204725500000;2016-07-01T11:00:00Z;2016-07-01
425;2016;7;20;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1022757980000;49,0381809360000;2016-07-01T20:00:00Z;2016-07-01
426;2016;7;13;Sa;Leicht;Tageslicht;Trocken;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;12,0976342280000;49,0208713000000;2016-07-01T13:00:00Z;2016-07-01
427;2016;7;22;Sa;Leicht;Dunkelheit;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;12,1170802030000;49,0106293250000;2016-07-01T22:00:00Z;2016-07-01
428;2016;7;11;Sa;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0838894690000;49,0022467330000;2016-07-01T11:00:00Z;2016-07-01
429;2016;7;8;Fr;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1111439450000;49,0016537170000;2016-07-01T08:00:00Z;2016-07-01
430;2016;7;10;Do;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1033743160000;49,0302369480000;2016-07-01T10:00:00Z;2016-07-01
431;2016;7;7;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,0848887520000;48,9900756430000;2016-07-01T07:00:00Z;2016-07-01
432;2016;7;16;Mi;Leicht;Tageslicht;Trocken;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;12,0913628740000;48,9985254620000;2016-07-01T16:00:00Z;2016-07-01
433;2016;7;17;Mo;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0679300570000;49,0160986910000;2016-07-01T17:00:00Z;2016-07-01
434;2016;7;9;Di;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0869968540000;49,0187012000000;2016-07-01T09:00:00Z;2016-07-01
435;2016;7;7;Mo;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0897318470000;49,0295436730000;2016-07-01T07:00:00Z;2016-07-01
436;2016;7;11;Fr;Schwer;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1349156590000;49,0055240470000;2016-07-01T11:00:00Z;2016-07-01
437;2016;7;18;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1100937450000;49,0279483400000;2016-07-01T18:00:00Z;2016-07-01
438;2016;7;6;Sa;Schwer;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0824257400000;49,0100913210000;2016-07-01T06:00:00Z;2016-07-01
439;2016;7;0;Sa;Leicht;Dunkelheit;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1259411390000;49,0060668130000;2016-07-01T00:00:00Z;2016-07-01
440;2016;7;16;Di;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1063408080000;49,0305138920000;2016-07-01T16:00:00Z;2016-07-01
441;2016;7;7;Mo;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0802704420000;49,0098579170000;2016-07-01T07:00:00Z;2016-07-01
442;2016;7;21;Di;Leicht;Dämmerung;Nass/Feucht;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1358516790000;49,0258435140000;2016-07-01T21:00:00Z;2016-07-01
443;2016;7;15;Mi;Schwer;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1126835590000;49,0208369590000;2016-07-01T15:00:00Z;2016-07-01
444;2016;7;20;Di;Leicht;Dämmerung;Nass/Feucht;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,0893397290000;49,0186608930000;2016-07-01T20:00:00Z;2016-07-01
445;2016;7;17;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1100699730000;49,0016150270000;2016-07-01T17:00:00Z;2016-07-01
446;2016;7;10;Mo;Schwer;Tageslicht;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,1016705730000;49,0100447840000;2016-07-01T10:00:00Z;2016-07-01
447;2016;7;10;Mo;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0778208490000;49,0283885970000;2016-07-01T10:00:00Z;2016-07-01
448;2016;7;16;Di;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1324078640000;49,0325419560000;2016-07-01T16:00:00Z;2016-07-01
449;2016;7;20;Mi;Schwer;Tageslicht;Trocken;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;12,0900296830000;49,0217518050000;2016-07-01T20:00:00Z;2016-07-01
450;2016;7;13;Fr;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1455806570000;48,9850006040000;2016-07-01T13:00:00Z;2016-07-01
451;2016;7;18;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1369585780000;48,9936280180000;2016-07-01T18:00:00Z;2016-07-01
452;2016;7;7;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1441692610000;49,0401612050000;2016-07-01T07:00:00Z;2016-07-01
453;2016;7;16;Fr;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0591070260000;49,0125430360000;2016-07-01T16:00:00Z;2016-07-01
454;2016;8;10;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1184518390000;49,0272576090000;2016-08-01T10:00:00Z;2016-08-01
455;2016;7;18;So;Leicht;Tageslicht;Nass/Feucht;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0593696020000;49,0107144110000;2016-07-01T18:00:00Z;2016-07-01
456;2016;7;13;So;Leicht;Tageslicht;Nass/Feucht;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1183472860000;49,0275745280000;2016-07-01T13:00:00Z;2016-07-01
457;2016;8;9;Mi;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0677293940000;49,0172060210000;2016-08-01T09:00:00Z;2016-08-01
458;2016;8;14;Mo;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0803708380000;49,0014788590000;2016-08-01T14:00:00Z;2016-08-01
459;2016;8;10;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,0556937920000;49,0134043000000;2016-08-01T10:00:00Z;2016-08-01
460;2016;8;14;Mo;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1112584780000;49,0159443630000;2016-08-01T14:00:00Z;2016-08-01
461;2016;8;12;Mo;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;12,1136643360000;49,0056345400000;2016-08-01T12:00:00Z;2016-08-01
462;2016;8;12;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1334101360000;49,0127216430000;2016-08-01T12:00:00Z;2016-08-01
463;2016;8;16;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1140689360000;49,0277383900000;2016-08-01T16:00:00Z;2016-08-01
464;2016;8;5;Fr;Leicht;Dämmerung;Nass/Feucht;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0992180850000;49,0281047240000;2016-08-01T05:00:00Z;2016-08-01
465;2016;8;18;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0969482720000;49,0125744480000;2016-08-01T18:00:00Z;2016-08-01
466;2016;8;17;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1192472830000;49,0151710120000;2016-08-01T17:00:00Z;2016-08-01
467;2016;8;10;Do;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0887192350000;48,9900082210000;2016-08-01T10:00:00Z;2016-08-01
468;2016;8;11;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1000960530000;49,0068712310000;2016-08-01T11:00:00Z;2016-08-01
469;2016;8;8;Fr;Leicht;Tageslicht;Nass/Feucht;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0944384650000;49,0210403500000;2016-08-01T08:00:00Z;2016-08-01
470;2016;8;14;Mi;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0669867500000;49,0238588140000;2016-08-01T14:00:00Z;2016-08-01
471;2016;8;15;Mo;Toedlich;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;12,1325219780000;49,0348209820000;2016-08-01T15:00:00Z;2016-08-01
472;2016;8;14;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1082088940000;49,0139860740000;2016-08-01T14:00:00Z;2016-08-01
473;2016;8;6;Di;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;12,1469126130000;49,0138179990000;2016-08-01T06:00:00Z;2016-08-01
474;2016;8;13;Sa;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1379671300000;49,0267181660000;2016-08-01T13:00:00Z;2016-08-01
475;2016;8;10;Sa;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1496740200000;48,9992622890000;2016-08-01T10:00:00Z;2016-08-01
476;2016;8;1;Fr;Leicht;Dunkelheit;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,0947618340000;49,0180166370000;2016-08-01T01:00:00Z;2016-08-01
477;2016;8;9;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0779375670000;49,0167466510000;2016-08-01T09:00:00Z;2016-08-01
478;2016;8;19;Mi;Schwer;Tageslicht;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,1198748140000;49,0415022180000;2016-08-01T19:00:00Z;2016-08-01
479;2016;8;11;Fr;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1392944570000;48,9901052320000;2016-08-01T11:00:00Z;2016-08-01
480;2016;8;16;Do;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1130612480000;49,0155690000000;2016-08-01T16:00:00Z;2016-08-01
481;2016;8;16;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1064310750000;49,0147683750000;2016-08-01T16:00:00Z;2016-08-01
482;2016;8;14;Do;Schwer;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1127150370000;49,0208327930000;2016-08-01T14:00:00Z;2016-08-01
483;2016;8;15;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0819685850000;49,0135203850000;2016-08-01T15:00:00Z;2016-08-01
484;2016;8;11;Fr;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0719083390000;49,0164084680000;2016-08-01T11:00:00Z;2016-08-01
485;2016;8;13;Sa;Toedlich;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1030105470000;48,9941245750000;2016-08-01T13:00:00Z;2016-08-01
486;2016;8;8;Mi;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1056375050000;49,0050785780000;2016-08-01T08:00:00Z;2016-08-01
487;2016;8;1;So;Leicht;Dunkelheit;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1031541570000;49,0066178030000;2016-08-01T01:00:00Z;2016-08-01
488;2016;8;11;Mi;Schwer;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1269077180000;49,0013615570000;2016-08-01T11:00:00Z;2016-08-01
489;2016;8;18;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1324214240000;49,0262735660000;2016-08-01T18:00:00Z;2016-08-01
490;2016;9;13;Do;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1017337330000;49,0151494560000;2016-09-01T13:00:00Z;2016-09-01
491;2016;9;12;Sa;Leicht;Tageslicht;Trocken;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;12,1194531000000;48,9970040350000;2016-09-01T12:00:00Z;2016-09-01
492;2016;9;12;Fr;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;12,1606036870000;49,0115341020000;2016-09-01T12:00:00Z;2016-09-01
493;2016;9;12;Fr;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1344191070000;49,0110786880000;2016-09-01T12:00:00Z;2016-09-01
494;2016;9;5;Do;Leicht;Dunkelheit;Trocken;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;12,1282555020000;49,0026337230000;2016-09-01T05:00:00Z;2016-09-01
495;2016;9;17;Di;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1236682220000;49,0291960720000;2016-09-01T17:00:00Z;2016-09-01
496;2016;9;17;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0605817540000;49,0141347840000;2016-09-01T17:00:00Z;2016-09-01
497;2016;9;10;Di;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12,0651273540000;49,0238675690000;2016-09-01T10:00:00Z;2016-09-01
498;2016;9;18;Mo;Leicht;Tageslicht;Nass/Feucht;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0905614920000;49,0125025260000;2016-09-01T18:00:00Z;2016-09-01
499;2016;9;5;Fr;Leicht;Dämmerung;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,1094050900000;49,0125410690000;2016-09-01T05:00:00Z;2016-09-01
500;2016;9;17;Sa;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,0863374930000;49,0101784760000;2016-09-01T17:00:00Z;2016-09-01
501;2016;9;17;Mo;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0679308440000;49,0160953030000;2016-09-01T17:00:00Z;2016-09-01
502;2016;9;0;So;Leicht;Dunkelheit;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1011878380000;49,0200880650000;2016-09-01T00:00:00Z;2016-09-01
503;2016;9;13;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1365931760000;49,0072431500000;2016-09-01T13:00:00Z;2016-09-01
504;2016;9;13;So;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1100831160000;49,0084420780000;2016-09-01T13:00:00Z;2016-09-01
505;2016;9;20;So;Leicht;Dämmerung;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,1379293470000;49,0095238250000;2016-09-01T20:00:00Z;2016-09-01
506;2016;9;20;Di;Schwer;Dunkelheit;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1537050820000;48,9898797240000;2016-09-01T20:00:00Z;2016-09-01
507;2016;9;11;Di;Schwer;Tageslicht;Trocken;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;12,0480857590000;49,0127564690000;2016-09-01T11:00:00Z;2016-09-01
508;2016;9;8;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0843525940000;49,0100907790000;2016-09-01T08:00:00Z;2016-09-01
509;2016;9;18;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;12,1422572070000;49,0046509130000;2016-09-01T18:00:00Z;2016-09-01
510;2016;9;7;Di;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0732155120000;49,0107906470000;2016-09-01T07:00:00Z;2016-09-01
511;2016;9;8;Mo;Leicht;Tageslicht;Trocken;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;12,0575184050000;49,0150190840000;2016-09-01T08:00:00Z;2016-09-01
512;2016;9;15;Do;Schwer;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1127176630000;49,0208324450000;2016-09-01T15:00:00Z;2016-09-01
513;2016;9;13;Do;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1122637760000;49,0327692770000;2016-09-01T13:00:00Z;2016-09-01
514;2016;9;12;Mi;Leicht;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1127229110000;49,0208317510000;2016-09-01T12:00:00Z;2016-09-01
515;2016;9;23;Fr;Leicht;Dunkelheit;Nass/Feucht;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1056029640000;49,0121289560000;2016-09-01T23:00:00Z;2016-09-01
516;2016;9;11;Do;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;12,1016535410000;49,0303686570000;2016-09-01T11:00:00Z;2016-09-01
517;2016;9;16;Fr;Leicht;Tageslicht;Trocken;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12,1100699730000;49,0016150270000;2016-09-01T16:00:00Z;2016-09-01
518;2016;9;12;Fr;Leicht;Tageslicht;Trocken;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;12,0516387630000;49,0159285160000;2016-09-01T12:00:00Z;2016-09-01
519;2016;9;8;Sa;Leicht;Tageslicht;Nass/Feucht;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1233195330000;49,0409901750000;2016-09-01T08:00:00Z;2016-09-01
520;2016;9;19;Mi;Leicht;Dämmerung;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,0589115160000;49,0099171350000;2016-09-01T19:00:00Z;2016-09-01
521;2016;9;13;Di;Schwer;Tageslicht;Trocken;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;12,1218078130000;49,0290975050000;2016-09-01T13:00:00Z;2016-09-01
